indice	peso
0;0
1;-3
2;3
3;5
4;5
5;-11
6;1
7;1
8;-1
9;3
10;1
11;-3
12;-3
13;-3
14;1
15;-3
16;-1
17;-1
18;3
19;-5
20;-1
21;-3
22;3
23;-5
24;3
25;1
26;1
27;-9
28;-1
29;-7
30;-3
31;-3
32;1
33;-5
34;3
35;3
36;1
37;-9
38;-3
39;-5
40;1
41;9
42;1
43;-7
44;-3
45;3
46;1
47;-3
48;-1
49;3
50;-1
51;-5
52;-1
53;7
54;-7
55;-1
56;-5
57;1
58;1
59;-7
60;-9
61;5
62;3
63;1
64;-3
65;9
66;1
67;5
68;-5
69;-3
70;-5
71;-1
72;11
73;7
74;-5
75;-1
76;-3
77;-3
78;-5
79;5
80;7
81;1
82;3
83;-7
84;3
85;-1
86;-1
87;5
88;-7
89;1
90;-3
91;1
92;-3
93;-3
94;7
95;-1
96;1
97;1
98;7
99;-3
100;1
101;3
102;5
103;3
104;1
105;-3
106;3
107;-3
108;3
109;-5
110;1
111;5
112;-7
113;9
114;-1
115;7
116;5
117;7
118;-1
119;1
120;3
121;-1
122;-5
123;-3
124;1
125;1
126;3
127;1
128;-3
129;3
130;11
131;-1
132;-5
133;1
134;-7
135;-1
136;-5
137;1
138;5
139;1
140;1
141;5
142;-1
143;-1
144;3
145;5
146;-11
147;-1
148;7
149;1
150;1
151;-7
152;-3
153;-11
154;-3
155;5
156;-3
157;-3
158;-1
159;1
160;-1
161;1
162;-1
163;-3
164;-3
165;-5
166;-5
167;-3
168;-1
169;1
170;7
171;9
172;-3
173;-7
174;-3
175;5
176;3
177;1
178;1
179;1
180;-5
181;1
182;1
183;3
184;-1
185;-1
186;1
187;7
188;-1
189;-3
190;3
191;3
192;9
193;-1
194;-1
195;1
196;3
197;5
198;1
199;-1
200;-1
201;-7
202;7
203;-1
204;-1
205;3
206;11
207;5
208;1
209;1
210;5
211;-5
212;-3
213;-5
214;7
215;1
216;3
217;-1
218;3
219;9
220;-1
221;-5
222;-3
223;-3
224;-7
225;3
226;5
227;-3
228;11
229;5
230;1
231;-3
232;-5
233;-3
234;-1
235;-7
236;3
237;1
238;3
239;1
240;3
241;7
242;1
243;-5
244;1
245;1
246;-1
247;-9
248;5
249;-3
250;-5
251;-5
252;-7
253;-1
254;-1
255;-1
256;-5
257;-3
258;-5
259;5
260;5
261;1
262;-3
263;-5
264;-5
265;3
266;7
267;3
268;3
269;-1
270;-3
271;-1
272;5
273;7
274;3
275;1
276;-3
277;3
278;7
279;3
280;1
281;1
282;-1
283;1
284;-1
285;7
286;-3
287;-1
288;-9
289;-3
290;3
291;1
