indice	peso
0;0
1;-5
2;-3
3;-3
4;5
5;-5
6;-7
7;-3
8;1
9;1
10;-1
11;-1
12;3
13;-1
14;-11
15;-11
16;1
17;-1
18;5
19;9
20;-3
21;7
22;-3
23;9
24;-5
25;3
26;-3
27;7
28;-1
29;-3
30;-1
31;1
32;-1
33;5
34;5
35;-1
36;-1
37;-3
38;1
39;-5
40;1
41;1
42;-7
43;-1
44;-7
45;5
46;-5
47;-7
48;-3
49;-3
50;-5
51;3
52;3
53;7
54;-9
55;1
56;9
57;1
58;-1
59;3
60;-5
61;1
62;-1
63;-1
64;1
65;3
66;-9
67;3
68;3
69;9
70;1
71;-3
72;7
73;-1
74;1
75;1
76;-11
77;1
78;1
79;-1
80;-1
81;-5
82;-1
83;1
84;-1
85;-5
86;11
87;-1
88;-11
89;9
90;1
91;-1
92;-7
93;3
94;-1
95;-1
96;1
97;-1
98;-3
99;-5
100;-3
101;7
102;-3
103;3
104;-1
105;3
106;1
107;-9
108;-1
109;3
110;1
111;-3
112;7
113;-5
114;7
115;-1
116;-7
117;5
118;-1
119;1
120;5
121;11
122;3
123;1
124;5
125;1
126;-1
127;-3
128;-5
129;9
130;5
131;-5
132;-1
133;5
134;3
135;-5
136;-7
137;1
138;-11
139;5
140;-7
141;-3
142;-7
143;-1
144;7
145;-9
146;7
147;3
148;9
149;1
150;1
151;-3
152;-3
153;3
154;-1
155;-1
156;-1
157;1
158;3
159;3
160;7
161;-3
162;5
163;5
164;9
165;1
166;3
167;3
168;-3
169;-5
170;5
171;-9
172;-3
173;3
174;-1
175;-1
176;1
177;5
178;-3
179;-1
180;-1
181;-7
182;-3
183;-1
184;3
185;-3
186;-5
187;-7
188;-5
189;-1
190;7
191;-1
192;-1
193;5
194;1
195;3
196;3
197;-9
198;-7
199;1
200;-1
201;-1
202;7
203;-3
204;-13
205;-7
206;7
207;5
208;7
209;-3
210;7
211;1
212;-3
213;-7
214;-11
215;7
216;-3
217;-1
218;7
219;3
220;-3
221;-1
222;5
223;1
224;-1
225;-5
226;1
227;7
228;-3
229;-1
230;-3
231;9
232;3
233;-1
234;-7
235;3
236;-3
237;-1
238;-7
239;7
240;-7
241;5
242;-1
243;3
244;-3
245;-1
246;3
247;-5
248;1
249;-1
250;3
251;-1
252;-1
253;-3
254;5
255;-1
256;-3
257;1
258;-1
259;-3
260;3
261;7
262;1
263;-5
264;-1
265;9
266;5
267;1
268;-5
269;3
270;3
271;3
272;-3
273;7
274;-1
275;1
276;-5
277;-5
278;-1
279;5
280;-5
281;1
282;-1
283;-3
284;-3
285;7
286;3
287;5
288;7
289;3
290;-3
291;3
292;1
293;3
294;-7
295;1
296;1
297;-7
298;1
299;-5
300;-7
301;5
302;5
303;5
304;3
305;1
306;-1
307;-3
308;-5
309;3
310;-5
311;-9
312;1
313;1
314;-11
315;-1
316;-1
317;-3
318;-9
319;-1
320;-3
321;3
322;-3
323;1
324;-5
325;-5
326;5
327;-1
328;-5
329;-3
330;1
331;1
332;-3
333;1
334;-1
