indice	peso
0;0
1;5
2;1
3;-7
4;-5
5;3
6;1
7;-3
8;-3
9;-3
10;-1
11;-3
12;5
13;1
14;3
15;-5
16;-1
17;1
18;-3
19;7
20;-7
21;3
22;3
23;1
24;-7
25;-3
26;-3
27;1
28;-1
29;-3
30;-5
31;-1
32;9
33;-1
34;3
35;1
36;5
37;1
38;-9
39;-3
40;-7
41;1
42;5
43;5
44;3
45;3
46;-1
47;1
48;1
49;-1
50;1
51;-5
52;11
53;1
54;-1
55;-1
56;-3
57;-1
58;-5
59;-7
60;-7
61;3
62;1
63;-1
64;-3
65;-7
66;-7
67;-9
68;5
69;1
70;-1
71;3
72;-7
73;-1
74;-1
75;-1
76;-3
77;3
78;-9
79;-3
80;-3
81;3
82;5
83;-1
84;-3
85;-3
86;7
87;5
88;-3
89;-1
90;-5
91;-3
92;1
93;-1
94;5
95;-3
96;-1
97;3
98;-1
99;-1
100;5
101;7
102;3
103;-1
104;1
105;-5
106;1
107;3
108;-5
109;-5
110;3
111;-1
112;5
113;7
114;5
115;-3
116;-3
117;-5
118;7
119;-9
120;3
121;1
122;7
123;-1
124;-5
125;-3
126;5
127;-3
128;-3
129;7
130;-1
131;9
132;-3
133;-1
134;3
135;-3
136;1
137;3
138;-1
139;-3
140;5
141;3
142;-3
143;5
144;-3
145;-3
146;-1
147;3
148;-1
149;9
150;-1
151;1
152;1
153;-1
154;1
155;1
156;-3
157;3
158;3
159;-5
160;3
161;5
162;-3
163;-3
164;-3
165;-1
166;-1
167;-1
168;-1
169;-7
170;-3
171;1
172;-3
173;-1
174;3
175;3
176;3
177;-3
178;3
179;-7
180;-5
181;-7
182;-1
183;-1
184;1
185;-5
186;-1
187;-3
188;3
189;1
190;3
191;5
192;3
193;3
194;-3
195;-1
196;-1
197;1
198;-5
199;-3
200;-1
201;1
202;5
203;1
204;1
205;1
206;-5
207;5
208;-1
209;-1
210;-3
211;-5
212;-3
213;-5
214;-3
215;-1
216;3
217;-3
218;-1
219;-5
220;3
221;5
222;5
223;1
224;5
225;5
226;1
227;-5
228;1
229;5
230;-3
231;-5
232;1
233;5
234;3
235;3
236;7
237;-5
238;3
239;-1
240;3
241;1
242;3
243;3
244;1
245;-1
246;-3
247;-1
248;7
249;7
250;3
251;3
252;-1
253;-3
254;-5
255;9
256;3
257;-1
258;-1
259;-5
260;-9
261;-11
262;-5
263;1
264;-3
265;5
266;5
267;-7
268;-11
269;3
270;-5
271;3
272;-1
273;-1
274;1
275;1
276;-1
277;-5
278;-5
279;1
280;3
281;7
282;5
283;-5
284;-3
285;5
286;-7
287;-5
288;-1
289;13
290;1
291;-7
292;-1
293;3
294;1
295;7
296;-5
297;-5
298;-3
299;-5
300;-9
301;-1
302;-3
303;5
304;-3
305;-1
306;-1
307;1
308;-1
309;-5
310;-9
311;1
312;1
313;-1
314;-1
315;-5
316;-5
317;3
318;-3
319;-1
320;1
321;-1
322;-1
323;-5
324;-3
325;3
326;-3
327;1
328;-5
329;1
330;1
331;-11
332;-9
