indice	peso
0;0
1;3
2;-1
3;-7
4;-1
5;-3
6;-5
7;7
8;-1
9;-3
10;-3
11;-1
12;5
13;5
14;7
15;-3
16;-3
17;-1
18;1
19;-1
20;5
21;5
22;1
23;-5
24;3
25;9
26;1
27;7
28;-1
29;1
30;-3
31;-1
32;-1
33;7
34;1
35;-7
36;3
37;-3
38;-3
39;11
40;5
41;-1
42;-1
43;5
44;7
45;7
46;3
47;-3
48;-1
49;-5
50;-1
51;-1
52;-5
53;-1
54;-9
55;3
56;5
57;3
58;1
59;5
60;1
61;-5
62;5
63;7
64;5
65;9
66;3
67;-5
68;1
69;-3
70;-3
71;7
72;-1
73;-1
74;7
75;-1
76;-7
77;7
78;-5
79;-3
80;-3
81;1
82;-3
83;5
84;1
85;-3
86;9
87;3
88;-5
89;1
90;-1
91;-5
92;-3
93;7
94;3
95;-3
96;5
97;-3
98;3
99;-5
100;-5
101;3
102;-3
103;-7
104;1
105;1
106;-9
107;3
108;1
109;3
110;-3
111;-3
112;3
113;-11
114;-3
115;3
116;-9
117;-5
118;7
119;-1
120;1
121;7
122;3
123;3
124;-5
125;3
126;5
127;3
128;5
129;-1
130;1
131;1
132;1
133;5
134;-3
135;-1
136;-1
137;-7
138;-1
139;-1
140;1
141;-7
142;-3
143;3
144;-3
145;-1
146;-7
147;1
148;9
149;-5
150;-5
151;-3
152;-3
153;-5
154;-1
155;3
156;-5
157;7
158;9
159;5
160;1
161;-3
162;-3
163;-1
164;1
165;3
166;5
167;-3
168;1
169;-5
170;1
171;-1
172;-1
173;-9
174;-7
175;-9
176;3
177;-9
178;5
179;7
180;3
181;7
182;-9
183;1
184;7
185;-1
186;-1
187;5
188;-5
189;3
190;3
191;-1
192;1
193;5
194;-1
195;-1
196;-1
197;-3
198;-3
199;1
200;1
201;-5
202;-5
203;5
204;-3
205;3
206;-3
207;-5
208;1
209;-9
210;1
211;-1
212;5
213;1
214;-5
215;-3
216;7
217;3
218;-1
219;-7
220;-9
221;-3
222;-5
223;1
224;-1
225;1
226;5
227;-5
228;-7
229;5
230;5
231;-1
232;3
233;3
234;-1
235;1
236;1
237;-5
238;3
239;3
240;-11
241;-1
242;3
243;-1
244;-3
245;5
246;3
247;1
248;3
249;1
250;-1
251;-5
252;3
253;1
254;-3
255;5
256;-5
257;-1
258;-3
259;5
260;3
261;-1
262;-9
263;1
264;9
265;5
266;-5
267;11
268;3
269;3
270;7
271;3
272;-1
273;-7
274;1
275;5
276;1
277;-3
278;1
279;-11
280;3
281;5
282;3
283;1
284;13
285;-3
286;5
287;3
288;-9
289;1
290;-1
291;1
